ucid,uuid,upid,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,points,badges_cnt,level0,level1,level2,level3,level4,repeat_correct_pct,grade_top,learning_stage,difficulty
4MP++M0mzDth2XpfseRILPjwOXOAk+Z2oAquU+nEEYE=,10225,16,0.661711491,53.06444988,2.162640587,0.769193154,345876.7286,46.89457213,8017,1340,515,220,133,0.537489909,5,elementary,hard
4O/bW47dO93OOFh+q3pUoZX5kXQfbqI8onvu0RriUbE=,15845,16,0.782202588,12.67522878,1.37866835,0.093278637,333819.0858,40.23944462,10874,3062,1115,587,207,0.671316336,3,elementary,easy
4OOqY/SxnrDhJYNG9IWfI75NGmUwzQF9qC7YYdUwrbI=,6767,18,0.556967637,84.55342101,2.506428255,1.488547362,183959.7037,31.9132555,5856,604,168,105,34,0.432407962,6,elementary,easy
4SA/+F8g7P5zdbzUmu4C70OOtDhWIvjhrlb5KsJctFg=,7575,34,0.695049505,39.64765677,1.776237624,0.302310231,317301.4358,53.52976898,6253,886,235,150,51,0.64542516,7,junior,easy
4SBeVrJgh8ZwvSY6e/VWdSa0DJUHDRe/l7oRV8lcMlQ=,20960,19,0.845896947,26.0048187,1.461307252,0.223425573,388081.5768,39.23239504,12279,3956,2093,1886,746,0.720921231,3,elementary,normal
4TQW6WshhFY+RHtjqPKjxICmHWA5iO/57N39cYvvg94=,10978,18,0.748861359,33.11368191,1.795591182,0.379212971,294378.813,35.26389142,8490,1516,450,404,118,0.629705653,4,elementary,easy
4XDfW1dI2Qj2YY+tPotz6VY0VwcPfBzlZtfQa8RH98o=,558,20,0.317204301,55.11290323,2.718637993,1.224014337,277715.7151,88.71684588,518,23,7,7,3,0.297892025,9,junior,hard
4XFuNjD7fAKEKH6jyDqZPZJjoVyNn2hc2m3fVVgE2/8=,787,6,0.768742058,30.06099111,1.595933926,0.536213469,212061.413,45.50063532,539,53,11,175,9,0.651101783,9,junior,hard
4ZORM6aG+AuCdVwSDcuY5CIGomxB+yV7jEQ3c7BV9w4=,21119,21,0.806288177,29.39982954,1.548842275,0.291822529,276829.4727,28.89672806,14306,3693,1446,1230,444,0.660366023,3,elementary,easy
4aBoITa95u1u3wbHY37hPJIFFinn6ZnQjmZmH1sP830=,16280,20,0.819287469,37.92690418,1.669471744,0.202641278,307738.0749,37.61941032,10754,2690,1340,1111,385,0.680837449,5,elementary,easy
4h8h7HJckqx804hyKFBQcjS2w4U2iK5KAgIjUD62vJk=,11549,16,0.763269547,46.6610962,1.674517274,0.441510087,364088.7363,38.08805957,8277,1798,695,556,223,0.680834981,3,elementary,easy
4iIvLk0lZ+0GBDS1C/Manl0Akf1WtIozwfMOkh1/PFc=,26305,16,0.848431857,21.09032503,1.307508078,0.098156244,283144.2497,32.08789204,15672,4910,2790,2175,758,0.716412678,3,elementary,easy
4nAkvbt0uRJybF6KnVxXm2BOHbmsyDH76Yk/noX63o4=,10469,16,0.833890534,42.84296494,1.359633203,0.243194192,373229.7704,36.45247875,6984,1614,840,748,283,0.727598984,4,elementary,easy
4ocFSB0WJ+OdC6URbytP90Mq+4KaJGPg3s0Dq7kysgw=,6070,11,0.740362438,44.91466227,1.799341021,0.334431631,264716.9557,49.93756178,4836,859,202,118,55,0.663213886,7,junior,easy
4p305X/NqL1Zx9j6BDJEpiQx090kFF3o/LTTGJt5s/E=,25265,31,0.868751237,19.77720166,1.200989511,0.112725114,199093.1364,28.54454779,16162,5481,1708,1333,581,0.799094983,7,junior,easy
4wPA+igxcnoZXHzbK57bUr7kHKW3/0BlBZX/AhhSkEk=,5242,16,0.509729111,26.76077833,3.061617703,1.035864174,480645.7612,52.77623045,4239,514,250,181,58,0.335507522,5,elementary,easy
51yeHVqlt292oD7kSlyIajwHuUui7mT8PnYSMxUExjs=,15731,16,0.652088233,35.85868667,2.442565635,0.917678469,304672.3147,35.75583243,12351,1774,738,661,207,0.554410806,4,elementary,easy
54iaIjJ463HXFF9nhiwi/1eQIB9mSIwg4hA695/iDZk=,18021,22,0.534931469,36.01126464,2.780755785,0.735808224,401060.0538,59.13795017,14591,1921,967,440,102,0.359830896,5,elementary,normal
5BND+QhJLGTw2gPNqCs0SjqEQuGL+IN798lUL3RUG3s=,5244,54,0.58180778,40.13882532,2.051678108,0.266590389,345124.8984,61.12585812,4308,602,201,107,26,0.55266688,7,junior,unset
5BnT2c2+EFO9V0kttajPXaqmUNM2vAriGL/lJQdnidM=,4883,12,0.593078026,24.53880811,2.010649191,0.28855212,369947.5521,62.32643866,3912,594,221,105,51,0.464163149,8,junior,hard
5GSDEOPz8ykUYPVBbe6s8+TAN1rUxtQgcpirWtxAP30=,31715,18,0.797193757,24.44921961,1.628913763,0.218886962,337014.3478,35.89761942,19142,5654,3127,2746,1046,0.66284759,3,elementary,normal
5HHrsQn5qiyLxLdipqrxulXA40DVSUGJ5ciQw/cHxHs=,2882,12,0.493060375,49.65267176,2.043719639,0.318181818,336631.6381,58.68181818,2396,323,100,51,12,0.310279424,7,junior,hard
5J5VC2w6tQ7Fcg+P2oh3vM6Bo2l8bWGb6mdInIicams=,18445,16,0.801084305,46.43404717,1.600054215,0.427107617,320370.3492,40.08403361,12151,3195,1471,1209,419,0.671363118,5,elementary,normal
5KQ7wVusODIGXeR77YTjuxxWFJmiYmgbaEGhEYj+nLA=,21580,16,0.516079703,105.1287766,2.430027804,1.473123262,293449.1692,47.2397127,18293,2011,573,546,157,0.442171825,5,elementary,easy
5ONBvVe9aUAWqO62Iz9waAwTucWIMbiDHCrXaLI33gI=,14504,32,0.465044126,48.17181467,2.607211804,1.037713734,264453.051,41.08115003,12779,1084,380,186,75,0.364683864,6,elementary,easy
5XOh9hPgSIw+4ArOqH8SRFzrFrG107tCCpwFQcpZ9T8=,11622,20,0.727069351,43.41559112,1.846584065,0.578557907,226022.1584,38.83496816,8635,1802,663,386,136,0.618461016,7,junior,normal
5XP5A34EbVYPsNgi2q9tNzuW5fSOenWfbBkAXDGKAfw=,6421,16,0.622488709,77.64584956,3.10543529,1.052484037,402683.9843,65.86310544,5420,625,188,133,55,0.605371328,5,elementary,easy
5ZJ5qSJYX6dsa9HODIJqoF60NnmdmYfFjBKCus7D7og=,21197,20,0.813416993,19.27522763,1.371090249,0.149926876,308546.0492,36.1079398,13771,3927,1692,1265,542,0.699862693,3,elementary,easy
5dlKZnVky02kPrQ3HjXsJq0FAO4nImf7Q/v6t5xOoq8=,20096,17,0.471685908,53.96447054,2.478403662,1.216112659,182987.304,33.6859574,17794,1494,462,271,75,0.369671633,6,elementary,normal
5gAwpmADo34wxzAw/auRsRgPsj+RvWPNWhOj3SdP0Ss=,26298,16,0.743706746,32.66495551,1.763936421,0.415735037,255655.756,29.74370675,18522,3884,1834,1439,619,0.58544142,4,elementary,easy
5hdoig9S5bMSEU8dY8iuOOHDxIhRszCyjA2j1+HvnCs=,10945,16,0.825947921,21.91338511,1.278483326,0.090178164,336124.6036,38.49392417,7681,1858,747,469,190,0.710998528,3,elementary,easy
5j1q7lkHFW8HJEpfUarDBzEppNaa42zrbrz1xDFw+Ck=,7017,16,0.860339176,27.77839533,1.413994585,0.27148354,279175.4466,35.96593986,4952,1098,472,356,139,0.765685221,6,elementary,easy
5kSVSkNPjZ9e2yxsfdxafAY9krIn0DXQ6ltiytN0CPU=,3216,20,0.589863184,35.85603234,1.881218905,0.347014925,285804.3993,72.33426617,2733,303,114,49,17,0.622000778,8,junior,easy
5lnlUzir6Rr7jFNvU6nOmmGn2BbhG6KD8yqbM4ThGQg=,9684,16,0.68401487,49.13155721,2.453531599,0.520033044,360274.5881,43.08085502,7526,1150,334,574,100,0.536914744,4,elementary,easy
5mFUoufpNkJhFs1oOkwpadisjYtcoP4eIjvzRWOShe4=,24361,16,0.587126965,29.48384713,1.767620377,0.542178072,370296.9169,53.55133205,18952,2768,1425,974,242,0.422288722,5,elementary,normal
5svTX6dhnFB2BXkiQO1O2qKKYggIy5f5KlvnEVntVhM=,19479,16,0.861235176,11.00739258,1.182914934,0.041223882,289992.3355,36.09877304,14191,2796,1179,906,407,0.761764654,4,elementary,easy
5zb/E6kSp+5Gs/Qc8wv83Dy5jLIhJ0UabdQmsqOQsXs=,1373,18,0.544792425,47.3605244,1.950473416,0.598689002,185703.8521,37.20903132,1202,123,37,8,3,0.482151821,9,junior,easy
6/W9+pVrE9AFh807PuW/my0HtmEcry1j37kEec96OoU=,1447,22,0.389080857,94.27297858,2.429854872,0.821700069,194998.8017,42.6959226,1391,40,5,8,3,0.337606488,9,junior,easy
626yBYLPoc8DKImfxhg1tjUMl+mBpYA7IyBh0uG4zTU=,14337,26,0.569365976,50.51391504,1.641277813,0.415428611,202748.0783,35.03187557,11674,1613,542,429,79,0.422682944,8,junior,easy
65YgA0ahggSdeaYBdRl82v/AO+pGzmZFqsi8TTDiP3Y=,28727,16,0.798517075,26.69700978,1.455738504,0.267239879,261211.0111,30.10704216,18856,4910,2510,1798,653,0.672266428,4,elementary,easy
68qPK7TNOqHxa+vLFjF5SaA8s85h1cGPnEcSqmp/G4I=,20886,15,0.567700852,60.13856172,2.463276836,0.802068371,322704.3868,44.34458489,17299,2272,753,443,119,0.393435228,5,elementary,hard
6KWUZDbWrp4SZwz1c3Qemu0nKG1Ga6+YmrXtTMuil4M=,4219,32,0.578573122,59.55107845,1.938611045,0.401990993,335579.3195,74.35719365,3307,529,251,104,28,0.477723129,8,junior,easy
6OqLfhKn7o3dbR9qbbxwkWWiO1BxMW3/iRqMJ3C4TNI=,11446,12,0.602393849,65.41149747,2.573999651,1.106412721,345229.2804,50.62624498,9590,1131,373,236,116,0.527986151,5,elementary,easy
6TZjFYjr52rgg/ZkgA/7oKDULdwCE70SrbpQaSU+Dhw=,12759,24,0.557096951,23.15400893,1.847166706,0.482012697,196023.2114,46.16020064,10161,1631,632,272,63,0.488650953,8,junior,easy
6U61DyP2lMcrqSxLp8pU4JOtVvXq/BnxM/YXDVtOMbQ=,22151,22,0.685386664,74.08004153,2.07683626,0.836756806,255666.8161,38.78082254,17131,2764,976,927,353,0.607524955,5,elementary,easy
6UJI/nUJp0n771O8yxGM05XhkhXAfGhsT0DUpIRFFVQ=,5163,28,0.540577184,73.05306992,2.315901608,0.971528181,185049.7298,31.5006779,4649,373,87,42,12,0.463590988,6,elementary,easy
6V/YprobwdkqXU9Ck03rPhYYe4Q9XY9WSpxp86SfMV4=,15968,16,0.676039579,40.61667084,1.836735972,0.453344188,319543.5509,35.26333918,12088,2111,971,592,206,0.528971111,4,elementary,easy
6Vtsi+hGTu16nZLlswQ3+aM8hW2uGguuyNci1tt2FGA=,26195,16,0.665126933,29.80500095,1.85794999,0.510135522,303775.2153,36.95067761,18402,3852,1807,1528,606,0.573189704,3,elementary,normal
6Y5XzaNnvoUiMar6dJzcl0gW14UUz60BXY0x7j2LqTc=,12874,13,0.610688209,36.4961162,1.760758117,0.243358707,257514.2723,41.18929626,9692,1852,797,436,97,0.477046314,7,junior,easy
6i0db08vxp78rqzmscqC0FXbeJxoms6cn5I6cKthu3Q=,12162,16,0.654168722,44.63665516,1.92764348,0.286877158,378486.5784,41.27109028,9052,1613,756,557,184,0.51013927,3,elementary,normal
6nAU6ttRQrsVGHzwzudkjimJcBMWWqstLo4WIY+3API=,20146,16,0.910255137,24.15015388,1.238111784,0.152586121,267099.7077,27.86568053,12131,4117,1831,1463,604,0.825961486,4,elementary,easy
6oBJy9a+mLrulaDRintC7IOXA5h6oXL7oGZCUuH34Ag=,17935,16,0.857095066,14.20657931,1.328519654,0.15935322,292868.3557,32.43356565,10683,4068,1506,1217,461,0.745078896,4,elementary,easy
6oV4EEiXnfv1cY4pXBitHQAXanttlx5+Tin1nYM4AWI=,1204,16,0.88538206,23.20182724,1.231727575,0.101328904,483733.0997,54.39202658,698,166,175,118,47,0.808587672,6,elementary,easy
6pvjmsSlGTJckr+l8pX/6w1tycejY0vnlCAB4Y1XM2c=,8480,17,0.643985849,52.13349057,1.801415094,0.625943396,227665.6496,36.81875,7007,1000,251,170,52,0.566645503,6,elementary,normal
7+zCeocizYIObv87m8EGftFwibVwD/QmbxfbCVzvqmM=,25131,21,0.78245991,30.69018344,1.740042179,0.566829812,288467.9956,38.93899964,17101,3960,2107,1436,527,0.665127553,5,elementary,easy
74uvGh9hBfx+jQdqw9n6TzJCCnr8Q5wDHJqUead5+RU=,6379,19,0.715159116,75.99059414,2.267596802,0.751528453,366510.3784,37.25709359,5167,688,242,214,68,0.601784773,4,elementary,easy
7GfQH+xzSUY6otFf1vL+TrUfTP/mPShPsFPOrzb8tZc=,8665,33,0.584997115,22.19446047,1.876514714,0.355799192,234037.2263,54.31898442,6847,1329,280,171,38,0.460372775,8,junior,easy
7Q7Ff0raH7ISEZGbShV9Ir0eGA4xKjVISqXU/om3sX8=,14033,16,0.458918264,100.6815364,3.533456852,2.088291883,275264.3268,35.54991805,12119,1180,460,171,103,0.289432556,5,elementary,hard
7SG42IykaqcKQf+BZ3fBFrPLaCiKOJJPkBDLvzzOpGA=,11532,16,0.716354492,31.35223725,1.940339924,0.336715227,332598.0403,35.92473118,9009,1384,554,428,157,0.573781582,3,elementary,normal
7Sm+J+ttrSwXrO/bKt4ZU534Mei/1rKNNW6TpNBbous=,5530,16,0.521338156,84.82079566,2.808860759,1.302712477,219821.0024,34.79132007,4679,577,155,101,18,0.379480121,6,elementary,hard
7TnOWfQ9G1fHRFFRHP2UNZ3SdWfN5I40rfh/K1ZepWc=,14481,16,0.753953456,29.40204406,1.891582073,0.316414612,303731.2753,33.08017402,10036,2407,1011,793,234,0.590394705,4,elementary,normal
7XD1iSHcwJip7u6ZRYkTQhjk1DLbKL4lQMrf9nBWnX4=,5947,17,0.629897427,66.80897932,2.39835211,1.335631411,222434.5376,33.07348243,4907,685,196,114,45,0.505528683,6,elementary,hard
7Z/KCQJ/Nos87439+IVOvNaz0gOZPSKmri8DEQgNazU=,10771,16,0.506452511,42.92934732,2.931575527,1.7819144,234387.2131,39.76371739,9214,929,377,196,55,0.369089804,6,elementary,easy
7bahRo+EXaR1vW7KnSZ4jCacIWZQrJwQEb99sSBqZ0E=,4723,21,0.589032395,34.78827017,1.980520855,0.257040017,360807.7423,61.50074105,3637,681,253,126,26,0.439006262,7,junior,unset
7cFI976r8aUQRMMibLQL8WwJA2qtycc67CAiCglG1yA=,11161,17,0.458381865,48.77851447,2.754143894,0.891855568,369098.2001,48.79912194,9901,768,313,146,33,0.352331858,4,elementary,normal
7czfGZNjJ+Rcey3EayH2GbR2/u33U9m2PKb1+lMA1bs=,16671,19,0.484374063,53.03479095,3.262551737,1.318937076,362911.1885,60.5165257,14760,1307,327,167,110,0.379172465,5,elementary,hard
7dWkhERQ653SMIMYe5OWVLn4eVm+680Vd2jEcsd4urY=,3756,16,0.46485623,32.86341853,2.434771033,0.818956337,295450.0439,81.03168264,3389,273,64,26,4,0.406506593,8,junior,easy
7fbJaPJmoN2eKJr5ET2A4DTPY+IMpCxnc/1KKVl828E=,6503,16,0.670921113,50.59434107,2.066892204,0.949869291,391758.8553,42.69921575,5298,665,239,226,75,0.573022227,4,elementary,easy
7fdHou+q4q/QY9nkfzbfGyWbvW6prJBGXnsOLgIlQbw=,2818,20,0.659687722,34.95351313,1.78317956,0.418026969,180782.5468,31.30056778,2183,437,71,121,6,0.51819661,9,junior,easy
7lZW5SB9whu/nq0QJ1pCSdPhmnwhRqHIldZ1Fu9tZfc=,20996,17,0.858068203,16.64307487,1.315202896,0.121594589,326016.0482,35.19751381,13083,4040,1721,1549,603,0.759898698,3,elementary,easy
7rEAlWAqa1YJ7CQRXAVVv6XcsYdqKiyBAL2Ka5B2Ilc=,9114,16,0.705178846,63.39455782,1.748079877,0.655694536,342913.9978,53.15273206,7150,1128,410,310,116,0.569076946,7,junior,normal
7weJLTdGePcbI6VZb5/eh77sHGzpnDTZXxgPlao6EMY=,5265,19,0.570750237,69.53124406,1.838746439,1.116619183,274735.6435,59.25109212,4294,632,209,103,27,0.473817051,8,junior,easy
8+Ui8a/IXrjCEk/AeDlbsOtigJFg7t61Q9NwMy8Qzhw=,15092,53,0.613570103,37.53843096,2.206930824,0.430691757,282536.3209,48.05824278,11647,2053,756,483,153,0.52881476,7,junior,normal
81slPW4ugMYwnmjLjYrVz7eWERceMuwjaiOLE/U4Cg4=,15468,19,0.792474787,20.84348332,1.417636411,0.140871477,333388.2402,36.87425653,10071,2637,1255,1121,384,0.652627776,4,elementary,normal
837V238PE+WJU81/8PpBu5ac7OXNU68cfC9XrqOMp2o=,3133,25,0.48228535,56.85732525,2.102138525,1.056495372,416589.8008,78.79189275,2714,265,100,47,7,0.360387435,8,junior,easy
86gD6UU9EwEF1gJZmFYJhq0JhD/6MJggjkNdt9CKiJk=,733,20,0.508867667,48.45839018,2.182810368,1.053206003,249160.6794,50.6207367,647,55,21,6,4,0.366241301,9,junior,normal
8Az3OnwtgqatpwpQiRDe/VxoHiiwkSdaRvVM/d9Ump8=,10198,16,0.418023142,70.82800549,2.536575799,1.568837027,237278.2413,32.9860757,9139,638,233,151,37,0.306972414,6,elementary,normal
8I8/B2pzv1x0TB2IYizxMzsw8l/i14wEn/1WNZM+UPU=,8425,12,0.874065282,22.4168546,1.363679525,0.107062315,364882.2152,37.92818991,6004,1195,539,475,212,0.778215036,3,elementary,easy
8Ncq2cefDusTuXeFUg7peZUP0xBVAEOXIeeF0IxNqic=,14471,16,0.636514408,39.6678184,2.249188031,0.587588971,231606.4057,35.02847073,11061,1972,711,553,174,0.471451194,6,elementary,easy
8WAiCr1NKNHhwGcicB0YFGjsDNAY0RXx5Ox+ypKfw5I=,7355,20,0.493949694,38.30781781,2.601631543,1.177838205,209082.2657,53.56097893,6279,818,189,54,15,0.381737169,8,junior,easy
8Y/8JyLIUk9y2/ZOMDwmEnrWF7pIdwt1lyaQRyxLRNI=,19341,16,0.8278786,23.78470606,1.390620961,0.173775916,326445.5441,37.05253089,12854,3495,1362,1145,485,0.688002635,3,elementary,easy
8Y/LLPa4qJ3MkBetE9ZNbGl20pEX6YeQQlmiJUN8LNA=,2037,7,0.536082474,48.17525773,1.808541973,0.296514482,365079.7158,56.06283751,1600,176,172,70,19,0.318922284,7,junior,hard
8Ym4s3vcF6pOUvb/40MoFgXhozbjEeY5KL6S60BHW2A=,28673,16,0.669410247,25.3964008,1.690510236,0.319778189,283230.089,33.70882014,20820,3839,1876,1490,648,0.508899013,3,elementary,normal
8bPBQBhp9U7NrhLkKfKLSGl2O9uB1gAOKEeWZT39hv0=,8650,16,0.711098266,61.2150289,2.035953757,0.400578035,427415.1602,42.1932948,6497,1191,422,410,130,0.557318732,3,elementary,hard
8gOZWBxE7wr8h/rGa/eYrD35P96u8qBjlPgsaHLe/IU=,5451,15,0.593835993,66.62208769,2.598422308,1.37937993,196251.6516,34.01375894,4687,534,116,89,25,0.473477962,6,elementary,normal
8gP4KXoWBPXMgFg1cGnXshZYBZU+gowtj0kzfH3LDIo=,7856,20,0.42413442,42.85336049,1.835667006,0.789714868,126725.6634,27.02227597,6881,730,189,44,12,0.301116948,9,junior,easy
8iS7x756R3pFJUI3YiqHZJFPniXzmPnp2z6qzvdCGnA=,16614,16,0.649993981,45.9760443,1.788672204,0.906163477,266163.5308,43.83435657,13053,2212,724,459,166,0.525806851,7,junior,easy
8jkEHU4ZGZRzZmBTkQGDvsyLjZIUExZmATnB5Xh7RnE=,11601,20,0.734936643,38.93293682,1.915696923,0.230324972,272515.3631,44.99629342,8758,1594,666,435,148,0.646212535,7,junior,easy
8k+9SvG1ONpORy6T3RZLB31a0oaYmZCZLbpxKfRT180=,5062,20,0.568747531,28.54602924,2.133544054,0.230146187,375522.5006,65.93224022,3930,725,271,107,29,0.458188988,7,junior,normal
8k9UdKViQ2bczWr7yGZpegN088XEN6uGJi0UI+kr5vU=,20371,16,0.752736734,39.46713465,2.165971234,0.34863286,307724.8553,40.7839085,15144,2802,1162,899,364,0.598089992,5,elementary,easy
8lMQHDTU5EwGBMdGd+c7Ud2X2hPbTj5eNQyD9N+bMKw=,15530,33,0.810817772,27.01468126,1.41757888,0.173341919,240992.6939,37.52833226,10746,2886,922,664,312,0.679306489,7,junior,easy
8pMUDp4kBRtzPo1x8x6E3RZvxvLworxgH8lF8X/YHEg=,7992,20,0.644894895,23.20920921,2.041291291,0.334209209,259914.3044,47.33846346,6304,1112,262,250,64,0.532693319,7,junior,easy
8r/LuwAYZGqYjMC99f1GuYesPmAC/r9IICHF832X20o=,15524,16,0.673280082,53.93049472,1.992141201,0.555333677,373245.3848,42.51951817,11688,2004,887,673,272,0.546839953,3,elementary,normal
8xpaZEEZJ6206ep4as56VEyc5msrupMEjwLCnFKp7LQ=,3774,20,0.637519873,19.87572867,1.879173291,0.267355591,308098.1463,62.12904081,3187,472,74,31,10,0.527900769,8,junior,easy
9/bbdH6Njs7y/o/QWcJf3YPX0UcgoyiUAexULCLnKbI=,2983,21,0.453234998,77.37646664,2.079114985,0.675159236,367570.997,73.2236004,2615,286,49,26,7,0.371904265,8,junior,easy
9/t+DtjQ/LZtSlRiyxT42j/uCkaXNx3dilnbirw8Idg=,29357,20,0.692918214,33.60070852,1.732397725,0.565044112,272758.8963,39.21013728,21577,4466,1607,1310,397,0.597738577,5,elementary,easy
90InnhzKdtZM0H2+oxk5FJn/2H0Ms1RmMgi1UjxE9FI=,9314,19,0.783766373,50.12679837,1.622074297,0.292355594,404745.2037,42.82767876,6742,1459,546,392,175,0.696562154,3,elementary,easy
9DvpqliuikAji14RPwHUjWDnOLbbWTLxJ9jsXn20c14=,10389,24,0.777841948,31.26316296,1.518914236,0.221869285,340110.6536,41.35701222,7571,1451,619,576,172,0.667237438,5,elementary,normal
9OXYxjWigzS5FgP5nZ1y1EAtwQihC19PGhDlRKqK3Pg=,38605,52,0.668177697,24.7471571,1.635746665,0.404792125,218848.8915,32.00463671,26825,6891,2705,1643,541,0.522408019,7,junior,normal
9Xac/b9GDl8fIMKKSkRMpyot1KsrqcJ/hE/axKQRwH8=,6778,20,0.480377693,76.11566834,2.340218353,1.527589259,345379.5904,61.23399233,5695,840,150,66,27,0.381618565,7,junior,easy
9Xi5HaV/Z5cinEcWKVZMuef69TOyb3IxHlE53sgUbQA=,7883,18,0.660662184,26.07674743,1.85982494,0.200431308,414721.3818,47.34847139,5862,1082,432,397,110,0.475811524,4,elementary,hard
9f1FmaQfbOo76nn6Dbh5CDn3qfIP8JDD3YqD4/LnOPc=,12984,24,0.69832101,67.61344732,2.469115835,0.818083795,346705.3406,44.71025878,10046,1547,747,469,175,0.534404261,5,elementary,normal
9jGMq1D6/YUFkliSwkqCwoWcAr1IYE6C0Y/kxGatKSo=,9918,19,0.581367211,74.71496269,2.03256705,0.824258923,297684.1959,50.81810849,8463,967,260,175,53,0.46644202,7,junior,normal
9lLzmJS+WCb4lxE0gk7bLrUFLMGJusLbizkGGvG52IU=,14612,20,0.853818779,12.99835751,1.342458253,0.188475226,291863.8706,32.23508076,9789,2378,1114,919,412,0.763166547,4,elementary,easy
9lNlcOPdqsxv4gFKj/l373+cK9Dfus5eNNsvjHY1yos=,1016,25,0.493110236,54.36122047,2.204724409,1.143700787,214163.4921,35.26181102,908,86,10,9,3,0.350277804,9,junior,easy
9mYZdVIanfb2q60ypmKFtC5A+DcaoFToPY67MkZPrxs=,14837,16,0.907461077,16.231718,1.248230774,0.124688279,310839.3081,35.20866752,9991,2448,986,924,488,0.836014197,4,elementary,easy
9sB9W+3x5hEFUN/pFLPakL+0ubNopXBy3NGjYgRPSI4=,24239,16,0.950740542,8.03114815,1.093526961,0.020792937,217849.0453,25.32047527,10513,6316,2936,2922,1552,0.908146974,4,elementary,easy
9x6ylQHM8NlCIaCOiZUyL0Y/WcL5HVFdi3T/TCdr9W8=,15416,18,0.849052932,15.26401142,1.275168656,0.05708355,307555.7645,35.51342761,9625,2871,1388,1161,371,0.701910276,4,elementary,hard
9xKPJypj9iNixPJpQ2i/OsHZXTb1JcFP70VkCCOrH38=,464,24,0.441810345,89.31681034,2.497844828,0.786637931,383294.6422,66.19181034,413,35,10,5,1,0.355053068,9,junior,normal
9z7XR/FDfIAlrvVwIbw6cXuoTHPxXx3Tfe2fcYkLFCU=,17553,21,0.495755711,50.37919444,2.377029568,0.919045177,178422.1724,34.69919672,15688,1373,299,151,42,0.401272765,6,elementary,normal
A2548sl8hqkIMIGY7mlg/p2NN83cncQx2SgT00lyByk=,10844,16,0.664883807,57.25783844,2.618683143,0.878734784,360995.7062,49.57690889,8427,1311,625,313,168,0.54597259,5,elementary,hard
A4uyvCQoQk/eDtSbRh4VQSkKghw1lxAz3hTuikhchB8=,20203,18,0.732217987,44.31158739,1.793941494,0.402019502,277718.9183,32.13047567,14607,2907,1253,1076,360,0.573111935,4,elementary,unset
ABO0BTpEYfMxm7ab5QAZhbOUJGui6N8h7ohJBPwlkDA=,571,10,0.607705779,43.56392294,1.810858144,0.830122592,227751.8266,43.28721541,485,54,19,5,8,0.473681789,9,junior,hard
AFUszjsf6svmUlda54hgkgrK1VBaoOplWgUuvdf6qHU=,4221,21,0.589670694,31.03837953,1.998104715,0.535655058,231867.0606,52.28808339,3624,431,98,61,7,0.491022553,8,junior,easy
AI1fp53PL5PAqIN/QBoT8xH/OkkpVuGuw+2Bfw9WjbM=,33150,16,0.83040724,20.6572549,1.401266968,0.218310709,249685.5582,28.66690799,19808,6223,3144,2705,1270,0.726553101,4,elementary,easy
AOPJ6VAg/KKkFJJKSu/lQV/vvzgscheE8m81+R3ZzIQ=,5482,35,0.523531558,62.03794236,2.465888362,0.999270339,312040.2536,61.2920467,4833,444,114,70,21,0.476282555,7,junior,normal
AUKcVABab0p2gaDWuFp3/SBBMLdbzqtduBnXhYaNX4A=,10601,29,0.757098387,36.92406377,1.746250354,0.430714084,176331.436,31.30327328,7950,1720,552,298,81,0.667734932,6,elementary,easy
AVQrq6G+1T2BculthjTF+IbOH3pgRM1G2mPRoCRxQXs=,16191,23,0.601630535,29.4118955,2.606818603,0.987894509,316360.1122,51.19924649,13537,1563,551,356,184,0.537071229,5,elementary,easy
AWydRuHu2+cX0wAcWh9RcQJnBs4mFdeObcCzF1yM17A=,258,9,0.709302326,34.09689922,1.662790698,0.360465116,391734.2442,48.15116279,200,32,16,7,3,0.650860449,9,junior,hard
AY0mOAFvi9VmstXOvox56zDaP9fa9bTwKm2mjraTSpM=,11808,22,0.715193089,79.82621951,2.267022358,0.66903794,318581.0948,42.40379404,9383,1505,557,271,92,0.584963368,5,elementary,hard
AcYYIf9FvFbcJSukoI+g8dbbVnGONCM2tSNWDBZPEVg=,17941,13,0.702524943,16.98690151,1.814558832,0.64678669,311197.2886,35.08561396,12347,2545,1376,1213,460,0.558815088,4,elementary,easy
AftCWTe9HWCQtI7qOgUITUl2eWnLhe6p09IHSLTFB2o=,24644,20,0.634069145,33.05514527,1.970459341,0.374939133,325131.8194,45.63337932,18187,3628,1600,881,348,0.480440852,5,elementary,easy
AinVdT3v40+Xkc6XK1PV8yd3nMSyxfXNylgOVqAUTuc=,10219,32,0.498483218,77.42166553,2.247773755,0.590468735,267975.5156,49.7755162,9048,763,222,143,43,0.434352136,7,junior,normal
Al012qyMxPulPF6AG/591Tc4yZpAu7WzF0W1nozqDjE=,11274,20,0.722458755,32.38956892,2.095618237,0.363402519,321870.2836,40.35125067,8938,1399,519,311,107,0.611293246,5,elementary,easy
ApMn4fwBLAonJKKklY9Xx7r36OqGMSFOyTu/K5c9c+o=,3200,22,0.4709375,30.8671875,2.3421875,0.9190625,313645.2031,86.8996875,2928,220,42,7,3,0.468035335,8,junior,easy
